reach_id,site_id,date,reach,taxon_id,month,year,year_month,measured_reach_length,n,mean_wetted_width_m,sd_wetted_width_m,fixed_random_reach,1,2,3,target_taxa_present,site_int,increased
HOPB.20221026.06,HOPB,2022-10-26,06,NA,10,2022,2022_10,74,1,5.269483763530391,1.4919056828805088,fixed,56,32,27,NA,175,depletion
KING.20170411.01,KING,2017-04-11,01,NA,4,2017,2017_4,98,1,4.647719298245614,1.8768205151798236,fixed,30,45,11,NA,176,depletion
KING.20170412.03,KING,2017-04-12,03,NA,4,2017,2017_4,80,1,4.647719298245614,1.8768205151798236,fixed,42,18,23,NA,177,depletion
KING.20170413.04,KING,2017-04-13,04,NA,4,2017,2017_4,100,1,4.647719298245614,1.8768205151798236,fixed,26,37,29,NA,178,no depletion
KING.20171017.01,KING,2017-10-17,01,ETHNIG1,10,2017,2017_10,98,1,4.647719298245614,1.8768205151798236,fixed,55,85,212,NA,179,no depletion
KING.20171017.01,KING,2017-10-17,01,SEMATR,10,2017,2017_10,98,1,4.647719298245614,1.8768205151798236,fixed,1135,479,1411,NA,180,no depletion
KING.20171017.01,KING,2017-10-17,01,NA,10,2017,2017_10,98,1,4.647719298245614,1.8768205151798236,fixed,169,20,44,NA,181,depletion
KING.20171019.03,KING,2017-10-19,03,CAMANO,10,2017,2017_10,80,1,4.647719298245614,1.8768205151798236,fixed,13,41,17,NA,182,no depletion
KING.20171019.03,KING,2017-10-19,03,SEMATR,10,2017,2017_10,80,1,4.647719298245614,1.8768205151798236,fixed,298,162,202,NA,183,depletion
KING.20171019.03,KING,2017-10-19,03,NA,10,2017,2017_10,80,1,4.647719298245614,1.8768205151798236,fixed,142,33,8,NA,184,depletion
KING.20171020.04,KING,2017-10-20,04,ETHNIG1,10,2017,2017_10,100,1,4.647719298245614,1.8768205151798236,fixed,3,45,70,NA,185,no depletion
KING.20171020.04,KING,2017-10-20,04,SEMATR,10,2017,2017_10,100,1,4.647719298245614,1.8768205151798236,fixed,133,130,133,NA,186,depletion
KING.20171020.04,KING,2017-10-20,04,NA,10,2017,2017_10,100,1,4.647719298245614,1.8768205151798236,fixed,177,56,44,NA,187,depletion
KING.20180411.01,KING,2018-04-11,01,CHRERY,4,2018,2018_4,114,1,4.647719298245614,1.8768205151798236,fixed,103,291,472,NA,188,no depletion
KING.20180411.01,KING,2018-04-11,01,NA,4,2018,2018_4,114,1,4.647719298245614,1.8768205151798236,fixed,144,64,11,NA,189,depletion
KING.20180412.03,KING,2018-04-12,03,CHRERY,4,2018,2018_4,127,1,4.647719298245614,1.8768205151798236,fixed,76,64,48,NA,190,depletion
KING.20180412.03,KING,2018-04-12,03,NA,4,2018,2018_4,127,1,4.647719298245614,1.8768205151798236,fixed,116,54,17,NA,191,depletion
KING.20181031.03,KING,2018-10-31,03,NA,10,2018,2018_10,70,1,4.647719298245614,1.8768205151798236,fixed,4,3,0,N,192,depletion
KING.20181101.01,KING,2018-11-01,01,CAMANO,11,2018,2018_11,115,1,4.647719298245614,1.8768205151798236,fixed,19,64,69,NA,193,no depletion
KING.20181101.01,KING,2018-11-01,01,CHRERY,11,2018,2018_11,115,1,4.647719298245614,1.8768205151798236,fixed,3,38,34,NA,194,no depletion
KING.20181101.01,KING,2018-11-01,01,NA,11,2018,2018_11,115,1,4.647719298245614,1.8768205151798236,fixed,158,50,12,NA,195,depletion
KING.20190408.01,KING,2019-04-08,01,NA,4,2019,2019_4,121,1,4.647719298245614,1.8768205151798236,fixed,23,27,35,NA,196,no depletion
KING.20190409.03,KING,2019-04-09,03,NA,4,2019,2019_4,89,1,4.647719298245614,1.8768205151798236,fixed,31,29,28,NA,197,depletion
KING.20190410.04,KING,2019-04-10,04,NA,4,2019,2019_4,101,1,4.647719298245614,1.8768205151798236,fixed,68,62,36,NA,198,depletion
KING.20191021.01,KING,2019-10-21,01,CHRERY,10,2019,2019_10,120,1,4.647719298245614,1.8768205151798236,fixed,101,159,99,NA,199,depletion
KING.20191021.01,KING,2019-10-21,01,NA,10,2019,2019_10,120,1,4.647719298245614,1.8768205151798236,fixed,92,36,15,NA,200,depletion
KING.20191022.03,KING,2019-10-22,03,NA,10,2019,2019_10,100,1,4.647719298245614,1.8768205151798236,fixed,28,14,12,NA,201,depletion
KING.20191023.04,KING,2019-10-23,04,NA,10,2019,2019_10,87,1,4.647719298245614,1.8768205151798236,fixed,31,12,11,NA,202,depletion
KING.20200618.01,KING,2020-06-18,01,ETHSPE,6,2020,2020_6,120,1,4.647719298245614,1.8768205151798236,fixed,62,88,52,NA,203,depletion
KING.20200618.01,KING,2020-06-18,01,NA,6,2020,2020_6,120,1,4.647719298245614,1.8768205151798236,fixed,127,32,13,NA,204,depletion
KING.20201019.01,KING,2020-10-19,01,CHRERY,10,2020,2020_10,117,1,4.647719298245614,1.8768205151798236,fixed,704,755,490,NA,205,depletion
KING.20201019.01,KING,2020-10-19,01,ETHSPE,10,2020,2020_10,117,1,4.647719298245614,1.8768205151798236,fixed,57,67,112,NA,206,no depletion
KING.20201019.01,KING,2020-10-19,01,NA,10,2020,2020_10,117,1,4.647719298245614,1.8768205151798236,fixed,215,19,33,NA,207,depletion
KING.20201020.03,KING,2020-10-20,03,CHRERY,10,2020,2020_10,65,1,4.647719298245614,1.8768205151798236,fixed,264,243,128,NA,208,depletion
KING.20201020.03,KING,2020-10-20,03,ETHSPE,10,2020,2020_10,65,1,4.647719298245614,1.8768205151798236,fixed,44,214,73,NA,209,no depletion
KING.20201020.03,KING,2020-10-20,03,SEMATR,10,2020,2020_10,65,1,4.647719298245614,1.8768205151798236,fixed,9,60,19,NA,210,no depletion
KING.20201020.03,KING,2020-10-20,03,NA,10,2020,2020_10,65,1,4.647719298245614,1.8768205151798236,fixed,212,21,11,NA,211,depletion
KING.20201021.04,KING,2020-10-21,04,CAMANO,10,2020,2020_10,60,1,4.647719298245614,1.8768205151798236,fixed,5,47,70,NA,212,no depletion
KING.20201021.04,KING,2020-10-21,04,CHRERY,10,2020,2020_10,60,1,4.647719298245614,1.8768205151798236,fixed,105,198,299,NA,213,no depletion
KING.20201021.04,KING,2020-10-21,04,NA,10,2020,2020_10,60,1,4.647719298245614,1.8768205151798236,fixed,171,51,56,NA,214,depletion
KING.20210429.01,KING,2021-04-29,01,CAMANO,4,2021,2021_4,130,1,4.647719298245614,1.8768205151798236,fixed,7,33,27,NA,215,no depletion
KING.20210429.01,KING,2021-04-29,01,ETHSPE,4,2021,2021_4,130,1,4.647719298245614,1.8768205151798236,fixed,66,155,133,NA,216,no depletion
KING.20210429.01,KING,2021-04-29,01,NA,4,2021,2021_4,130,1,4.647719298245614,1.8768205151798236,fixed,170,8,5,NA,217,depletion
KING.20211020.03,KING,2021-10-20,03,CHRERY,10,2021,2021_10,94,1,4.647719298245614,1.8768205151798236,fixed,257,154,134,NA,218,depletion
KING.20211020.03,KING,2021-10-20,03,NA,10,2021,2021_10,94,1,4.647719298245614,1.8768205151798236,fixed,157,57,14,NA,219,depletion
KING.20211021.04,KING,2021-10-21,04,CHRERY,10,2021,2021_10,78,1,4.647719298245614,1.8768205151798236,fixed,188,125,82,NA,220,depletion
KING.20211021.04,KING,2021-10-21,04,ETHSPE,10,2021,2021_10,78,1,4.647719298245614,1.8768205151798236,fixed,1,65,47,NA,221,no depletion
KING.20211021.04,KING,2021-10-21,04,NA,10,2021,2021_10,78,1,4.647719298245614,1.8768205151798236,fixed,172,40,15,NA,222,depletion
KING.20220516.01,KING,2022-05-16,01,CAMANO,5,2022,2022_5,120,1,4.647719298245614,1.8768205151798236,fixed,125,99,110,NA,223,depletion
KING.20220516.01,KING,2022-05-16,01,CHRERY,5,2022,2022_5,120,1,4.647719298245614,1.8768205151798236,fixed,107,119,125,NA,224,no depletion
KING.20220516.01,KING,2022-05-16,01,ETHSPE,5,2022,2022_5,120,1,4.647719298245614,1.8768205151798236,fixed,144,111,125,NA,225,depletion
KING.20220516.01,KING,2022-05-16,01,NA,5,2022,2022_5,120,1,4.647719298245614,1.8768205151798236,fixed,187,24,17,NA,226,depletion
LECO.20161017.01,LECO,2016-10-17,01,NA,10,2016,2016_10,114,1,6.545222222222222,2.106045462353174,fixed,95,44,20,NA,227,depletion
LECO.20161018.04,LECO,2016-10-18,04,NA,10,2016,2016_10,105,1,6.545222222222222,2.106045462353174,fixed,46,21,11,NA,228,depletion
LECO.20161019.10,LECO,2016-10-19,10,NA,10,2016,2016_10,95,1,6.545222222222222,2.106045462353174,fixed,73,37,14,NA,229,depletion
LECO.20171101.01,LECO,2017-11-01,01,NA,11,2017,2017_11,80,1,6.545222222222222,2.106045462353174,fixed,50,21,7,NA,230,depletion
LECO.20171102.04,LECO,2017-11-02,04,NA,11,2017,2017_11,105,1,6.545222222222222,2.106045462353174,fixed,38,11,7,NA,231,depletion
LECO.20171128.10,LECO,2017-11-28,10,NA,11,2017,2017_11,95,1,6.545222222222222,2.106045462353174,fixed,61,22,8,NA,232,depletion
LECO.20180605.01,LECO,2018-06-05,01,NA,6,2018,2018_6,70,1,6.545222222222222,2.106045462353174,fixed,72,27,7,NA,233,depletion
LECO.20180606.04,LECO,2018-06-06,04,NA,6,2018,2018_6,92,1,6.545222222222222,2.106045462353174,fixed,68,33,16,NA,234,depletion
LECO.20180607.10,LECO,2018-06-07,10,NA,6,2018,2018_6,92,1,6.545222222222222,2.106045462353174,fixed,47,40,25,NA,235,depletion
LECO.20181023.01,LECO,2018-10-23,01,NA,10,2018,2018_10,70,1,6.545222222222222,2.106045462353174,fixed,87,36,21,NA,236,depletion
LECO.20181024.04,LECO,2018-10-24,04,NA,10,2018,2018_10,92,1,6.545222222222222,2.106045462353174,fixed,70,31,8,NA,237,depletion
LECO.20181025.10,LECO,2018-10-25,10,NA,10,2018,2018_10,87,1,6.545222222222222,2.106045462353174,fixed,46,18,9,NA,238,depletion
LECO.20190410.01,LECO,2019-04-10,01,NA,4,2019,2019_4,83,1,6.545222222222222,2.106045462353174,fixed,46,15,2,NA,239,depletion
LECO.20190411.04,LECO,2019-04-11,04,NA,4,2019,2019_4,90,1,6.545222222222222,2.106045462353174,fixed,27,20,10,NA,240,depletion
LECO.20190417.10,LECO,2019-04-17,10,NA,4,2019,2019_4,95,1,6.545222222222222,2.106045462353174,fixed,31,14,5,NA,241,depletion
LECO.20191021.01,LECO,2019-10-21,01,NA,10,2019,2019_10,87,1,6.545222222222222,2.106045462353174,fixed,96,57,27,NA,242,depletion
LECO.20191022.04,LECO,2019-10-22,04,NA,10,2019,2019_10,97,1,6.545222222222222,2.106045462353174,fixed,57,41,19,NA,243,depletion
LECO.20191023.10,LECO,2019-10-23,10,NA,10,2019,2019_10,99,1,6.545222222222222,2.106045462353174,fixed,89,47,11,NA,244,depletion
LECO.20210524.01,LECO,2021-05-24,01,NA,5,2021,2021_5,88,1,6.545222222222222,2.106045462353174,fixed,54,23,13,NA,245,depletion
LECO.20210525.04,LECO,2021-05-25,04,NA,5,2021,2021_5,90,1,6.545222222222222,2.106045462353174,fixed,33,18,13,NA,246,depletion
LECO.20210526.10,LECO,2021-05-26,10,NA,5,2021,2021_5,107,1,6.545222222222222,2.106045462353174,fixed,75,25,12,NA,247,depletion
LECO.20211101.01,LECO,2021-11-01,01,NA,11,2021,2021_11,88,1,6.545222222222222,2.106045462353174,fixed,73,41,11,NA,248,depletion
LECO.20211102.04,LECO,2021-11-02,04,NA,11,2021,2021_11,86,1,6.545222222222222,2.106045462353174,fixed,69,41,8,NA,249,depletion
LECO.20211103.10,LECO,2021-11-03,10,NA,11,2021,2021_11,114,1,6.545222222222222,2.106045462353174,fixed,67,34,17,NA,250,depletion
LECO.20220406.01,LECO,2022-04-06,01,NA,4,2022,2022_4,88,1,6.545222222222222,2.106045462353174,fixed,42,24,3,NA,251,depletion
LECO.20221031.01,LECO,2022-10-31,01,RHIATR,10,2022,2022_10,90,1,6.545222222222222,2.106045462353174,fixed,13,17,2,NA,252,depletion
LECO.20221031.01,LECO,2022-10-31,01,NA,10,2022,2022_10,90,1,6.545222222222222,2.106045462353174,fixed,91,20,6,NA,253,depletion
LECO.20221101.04,LECO,2022-11-01,04,NA,11,2022,2022_11,98,1,6.545222222222222,2.106045462353174,fixed,51,26,8,NA,254,depletion
LECO.20221102.10,LECO,2022-11-02,10,NA,11,2022,2022_11,120,1,6.545222222222222,2.106045462353174,fixed,95,15,9,NA,255,depletion
LEWI.20170410.01,LEWI,2017-04-10,01,COTGIR,4,2017,2017_4,100,1,3.2792814814814815,0.7663896872565308,fixed,127,181,114,NA,256,depletion
LEWI.20170410.01,LEWI,2017-04-10,01,NA,4,2017,2017_4,100,1,3.2792814814814815,0.7663896872565308,fixed,194,13,5,NA,257,depletion
LEWI.20170411.04,LEWI,2017-04-11,04,COTGIR,4,2017,2017_4,95,1,3.2792814814814815,0.7663896872565308,fixed,54,28,81,NA,258,no depletion
LEWI.20170411.04,LEWI,2017-04-11,04,NA,4,2017,2017_4,95,1,3.2792814814814815,0.7663896872565308,fixed,127,43,14,NA,259,depletion
LEWI.20170413.09,LEWI,2017-04-13,09,COTGIR,4,2017,2017_4,100,1,3.2792814814814815,0.7663896872565308,fixed,21,57,14,NA,260,depletion
LEWI.20170413.09,LEWI,2017-04-13,09,NA,4,2017,2017_4,100,1,3.2792814814814815,0.7663896872565308,fixed,90,24,4,NA,261,depletion
LEWI.20171113.01,LEWI,2017-11-13,01,COTGIR,11,2017,2017_11,99,1,3.2792814814814815,0.7663896872565308,fixed,42,88,40,NA,262,depletion
LEWI.20171113.01,LEWI,2017-11-13,01,NA,11,2017,2017_11,99,1,3.2792814814814815,0.7663896872565308,fixed,118,48,15,NA,263,depletion
LEWI.20171114.04,LEWI,2017-11-14,04,COTGIR,11,2017,2017_11,104,1,3.2792814814814815,0.7663896872565308,fixed,30,65,33,NA,264,no depletion
LEWI.20171114.04,LEWI,2017-11-14,04,NA,11,2017,2017_11,104,1,3.2792814814814815,0.7663896872565308,fixed,86,26,11,NA,265,depletion
LEWI.20171116.09,LEWI,2017-11-16,09,NA,11,2017,2017_11,101,1,3.2792814814814815,0.7663896872565308,fixed,92,26,5,NA,266,depletion
LEWI.20180409.01,LEWI,2018-04-09,01,COTGIR,4,2018,2018_4,100,1,3.2792814814814815,0.7663896872565308,fixed,33,73,39,NA,267,no depletion
LEWI.20180409.01,LEWI,2018-04-09,01,NA,4,2018,2018_4,100,1,3.2792814814814815,0.7663896872565308,fixed,94,25,16,NA,268,depletion
LEWI.20180410.04,LEWI,2018-04-10,04,COTGIR,4,2018,2018_4,96,1,3.2792814814814815,0.7663896872565308,fixed,5,26,22,NA,269,no depletion
LEWI.20180410.04,LEWI,2018-04-10,04,NA,4,2018,2018_4,96,1,3.2792814814814815,0.7663896872565308,fixed,75,19,18,NA,270,depletion
LEWI.20180411.09,LEWI,2018-04-11,09,NA,4,2018,2018_4,99,1,3.2792814814814815,0.7663896872565308,fixed,49,26,15,NA,271,depletion
LEWI.20181029.01,LEWI,2018-10-29,01,COTGIR,10,2018,2018_10,99,1,3.2792814814814815,0.7663896872565308,fixed,16,37,35,NA,272,no depletion
LEWI.20181029.01,LEWI,2018-10-29,01,NA,10,2018,2018_10,99,1,3.2792814814814815,0.7663896872565308,fixed,86,20,14,NA,273,depletion
LEWI.20181030.04,LEWI,2018-10-30,04,COTGIR,10,2018,2018_10,95,1,3.2792814814814815,0.7663896872565308,fixed,9,42,27,NA,274,no depletion
LEWI.20181030.04,LEWI,2018-10-30,04,NA,10,2018,2018_10,95,1,3.2792814814814815,0.7663896872565308,fixed,75,19,17,NA,275,depletion
LEWI.20181031.09,LEWI,2018-10-31,09,NA,10,2018,2018_10,96,1,3.2792814814814815,0.7663896872565308,fixed,60,40,2,NA,276,depletion
LEWI.20190416.01,LEWI,2019-04-16,01,NA,4,2019,2019_4,99,1,3.2792814814814815,0.7663896872565308,fixed,59,50,43,NA,277,depletion
LEWI.20190417.04,LEWI,2019-04-17,04,NA,4,2019,2019_4,101,1,3.2792814814814815,0.7663896872565308,fixed,63,23,9,NA,278,depletion
LEWI.20190418.09,LEWI,2019-04-18,09,NA,4,2019,2019_4,97,1,3.2792814814814815,0.7663896872565308,fixed,48,32,14,NA,279,depletion
LEWI.20191029.01,LEWI,2019-10-29,01,COTGIR,10,2019,2019_10,99,1,3.2792814814814815,0.7663896872565308,fixed,31,76,46,NA,280,no depletion
LEWI.20191029.01,LEWI,2019-10-29,01,NA,10,2019,2019_10,99,1,3.2792814814814815,0.7663896872565308,fixed,95,28,22,NA,281,depletion
LEWI.20191030.04,LEWI,2019-10-30,04,COTGIR,10,2019,2019_10,96,1,3.2792814814814815,0.7663896872565308,fixed,61,62,32,NA,282,depletion
LEWI.20191030.04,LEWI,2019-10-30,04,NA,10,2019,2019_10,96,1,3.2792814814814815,0.7663896872565308,fixed,92,15,14,NA,283,depletion
LEWI.20191101.09,LEWI,2019-11-01,09,COTGIR,11,2019,2019_11,97,1,3.2792814814814815,0.7663896872565308,fixed,47,48,26,NA,284,depletion
LEWI.20191101.09,LEWI,2019-11-01,09,NA,11,2019,2019_11,97,1,3.2792814814814815,0.7663896872565308,fixed,69,8,1,NA,285,depletion
LEWI.20201026.01,LEWI,2020-10-26,01,COTGIR,10,2020,2020_10,98,1,3.2792814814814815,0.7663896872565308,fixed,54,100,49,NA,286,depletion
LEWI.20201026.01,LEWI,2020-10-26,01,NA,10,2020,2020_10,98,1,3.2792814814814815,0.7663896872565308,fixed,73,16,5,NA,287,depletion
LEWI.20201027.04,LEWI,2020-10-27,04,COTGIR,10,2020,2020_10,98,1,3.2792814814814815,0.7663896872565308,fixed,32,71,61,NA,288,no depletion
LEWI.20201027.04,LEWI,2020-10-27,04,NA,10,2020,2020_10,98,1,3.2792814814814815,0.7663896872565308,fixed,61,10,3,NA,289,depletion
LEWI.20201028.09,LEWI,2020-10-28,09,NA,10,2020,2020_10,98,1,3.2792814814814815,0.7663896872565308,fixed,63,40,1,NA,290,depletion
LEWI.20210412.01,LEWI,2021-04-12,01,COTGIR,4,2021,2021_4,99,1,3.2792814814814815,0.7663896872565308,fixed,94,110,67,NA,291,depletion
LEWI.20210412.01,LEWI,2021-04-12,01,NA,4,2021,2021_4,99,1,3.2792814814814815,0.7663896872565308,fixed,60,13,11,NA,292,depletion
LEWI.20210413.04,LEWI,2021-04-13,04,COTGIR,4,2021,2021_4,99,1,3.2792814814814815,0.7663896872565308,fixed,40,89,63,NA,293,no depletion
LEWI.20210413.04,LEWI,2021-04-13,04,NA,4,2021,2021_4,99,1,3.2792814814814815,0.7663896872565308,fixed,70,13,8,NA,294,depletion
LEWI.20211108.01,LEWI,2021-11-08,01,COTGIR,11,2021,2021_11,98,1,3.2792814814814815,0.7663896872565308,fixed,77,72,61,NA,295,depletion
LEWI.20211108.01,LEWI,2021-11-08,01,NA,11,2021,2021_11,98,1,3.2792814814814815,0.7663896872565308,fixed,74,18,12,NA,296,depletion
LEWI.20211109.04,LEWI,2021-11-09,04,COTGIR,11,2021,2021_11,98,1,3.2792814814814815,0.7663896872565308,fixed,72,64,52,NA,297,depletion
LEWI.20211109.04,LEWI,2021-11-09,04,NA,11,2021,2021_11,98,1,3.2792814814814815,0.7663896872565308,fixed,62,4,11,NA,298,depletion
LEWI.20211110.09,LEWI,2021-11-10,09,COTGIR,11,2021,2021_11,101,1,3.2792814814814815,0.7663896872565308,fixed,34,36,24,NA,299,depletion
LEWI.20211110.09,LEWI,2021-11-10,09,NA,11,2021,2021_11,101,1,3.2792814814814815,0.7663896872565308,fixed,87,18,2,NA,300,depletion
LEWI.20220411.01,LEWI,2022-04-11,01,NA,4,2022,2022_4,99,1,3.2792814814814815,0.7663896872565308,fixed,57,7,5,NA,301,depletion
LEWI.20220412.04,LEWI,2022-04-12,04,NA,4,2022,2022_4,99,1,3.2792814814814815,0.7663896872565308,fixed,63,14,5,NA,302,depletion
LEWI.20220413.09,LEWI,2022-04-13,09,NA,4,2022,2022_4,102,1,3.2792814814814815,0.7663896872565308,fixed,57,15,4,NA,303,depletion
LEWI.20221107.01,LEWI,2022-11-07,01,NA,11,2022,2022_11,110,1,3.2792814814814815,0.7663896872565308,fixed,36,48,11,NA,304,depletion
LEWI.20221108.04,LEWI,2022-11-08,04,NA,11,2022,2022_11,95,1,3.2792814814814815,0.7663896872565308,fixed,57,10,10,NA,305,depletion
LEWI.20221109.09,LEWI,2022-11-09,09,COTGIR,11,2022,2022_11,99,1,3.2792814814814815,0.7663896872565308,fixed,19,14,17,NA,306,depletion
LEWI.20221109.09,LEWI,2022-11-09,09,NA,11,2022,2022_11,99,1,3.2792814814814815,0.7663896872565308,fixed,67,8,15,NA,307,depletion
MART.20181015.01,MART,2018-10-15,01,NA,10,2018,2018_10,111,1,4.875131313131313,1.6199864349658923,fixed,51,37,18,NA,308,depletion
MART.20181016.03,MART,2018-10-16,03,NA,10,2018,2018_10,102,1,4.875131313131313,1.6199864349658923,fixed,52,27,25,NA,309,depletion
MART.20181017.07,MART,2018-10-17,07,NA,10,2018,2018_10,97,1,4.875131313131313,1.6199864349658923,fixed,51,27,4,NA,310,depletion
MART.20191014.01,MART,2019-10-14,01,NA,10,2019,2019_10,111,1,4.875131313131313,1.6199864349658923,fixed,27,14,5,NA,311,depletion
MART.20191016.03,MART,2019-10-16,03,NA,10,2019,2019_10,91,1,4.875131313131313,1.6199864349658923,fixed,32,12,13,NA,312,depletion
MART.20191017.07,MART,2019-10-17,07,NA,10,2019,2019_10,96,1,4.875131313131313,1.6199864349658923,fixed,34,15,12,NA,313,depletion
MART.20200927.01,MART,2020-09-27,01,NA,9,2020,2020_9,110,1,4.875131313131313,1.6199864349658923,fixed,14,10,5,NA,314,depletion
MART.20200928.03,MART,2020-09-28,03,NA,9,2020,2020_9,92,1,4.875131313131313,1.6199864349658923,fixed,12,20,9,NA,315,depletion
MART.20201001.07,MART,2020-10-01,07,NA,10,2020,2020_10,99,1,4.875131313131313,1.6199864349658923,fixed,21,9,2,NA,316,depletion
MART.20221010.01,MART,2022-10-10,01,NA,10,2022,2022_10,119,1,4.875131313131313,1.6199864349658923,fixed,25,20,9,NA,317,depletion
MART.20221011.03,MART,2022-10-11,03,NA,10,2022,2022_10,92,1,4.875131313131313,1.6199864349658923,fixed,22,13,4,NA,318,depletion
MART.20221012.07,MART,2022-10-12,07,NA,10,2022,2022_10,91,1,4.875131313131313,1.6199864349658923,fixed,29,18,4,NA,319,depletion
MAYF.20160408.09,MAYF,2016-04-08,09,NA,4,2016,2016_4,92,1,4.567951219512195,1.1485118390000018,fixed,19,12,6,NA,320,depletion
MAYF.20161031.02,MAYF,2016-10-31,02,NOTBAI,10,2016,2016_10,97,1,4.567951219512195,1.1485118390000018,fixed,36,42,28,NA,321,depletion
MAYF.20161031.02,MAYF,2016-10-31,02,NA,10,2016,2016_10,97,1,4.567951219512195,1.1485118390000018,fixed,125,40,20,NA,322,depletion
MAYF.20161102.07,MAYF,2016-11-02,07,NOTBAI,11,2016,2016_11,103,1,4.567951219512195,1.1485118390000018,fixed,37,34,18,NA,323,depletion
MAYF.20161102.07,MAYF,2016-11-02,07,NA,11,2016,2016_11,103,1,4.567951219512195,1.1485118390000018,fixed,80,18,15,NA,324,depletion
MAYF.20161103.09,MAYF,2016-11-03,09,NA,11,2016,2016_11,92,1,4.567951219512195,1.1485118390000018,fixed,54,31,8,NA,325,depletion
MAYF.20170328.02,MAYF,2017-03-28,02,NA,3,2017,2017_3,97,1,4.567951219512195,1.1485118390000018,fixed,23,31,14,NA,326,depletion
MAYF.20170329.07,MAYF,2017-03-29,07,NA,3,2017,2017_3,103,1,4.567951219512195,1.1485118390000018,fixed,18,11,16,NA,327,depletion
MAYF.20170330.09,MAYF,2017-03-30,09,NA,3,2017,2017_3,92,1,4.567951219512195,1.1485118390000018,fixed,26,11,6,NA,328,depletion
MAYF.20180402.02,MAYF,2018-04-02,02,NA,4,2018,2018_4,83,1,4.567951219512195,1.1485118390000018,fixed,72,17,27,NA,329,depletion
MAYF.20180404.07,MAYF,2018-04-04,07,NA,4,2018,2018_4,91,1,4.567951219512195,1.1485118390000018,fixed,45,17,18,NA,330,depletion
MAYF.20180405.09,MAYF,2018-04-05,09,NA,4,2018,2018_4,86,1,4.567951219512195,1.1485118390000018,fixed,38,21,12,NA,331,depletion
MAYF.20181126.02,MAYF,2018-11-26,02,NA,11,2018,2018_11,79,1,4.567951219512195,1.1485118390000018,fixed,96,29,23,NA,332,depletion
MAYF.20181128.07,MAYF,2018-11-28,07,NOTBAI,11,2018,2018_11,84,1,4.567951219512195,1.1485118390000018,fixed,26,19,10,NA,333,depletion
MAYF.20181128.07,MAYF,2018-11-28,07,NA,11,2018,2018_11,84,1,4.567951219512195,1.1485118390000018,fixed,65,5,12,NA,334,depletion
MAYF.20181129.09,MAYF,2018-11-29,09,NA,11,2018,2018_11,87,1,4.567951219512195,1.1485118390000018,fixed,80,23,14,NA,335,depletion
MAYF.20190327.02,MAYF,2019-03-27,02,NA,3,2019,2019_3,81,1,4.567951219512195,1.1485118390000018,fixed,18,26,10,NA,336,depletion
MAYF.20190328.07,MAYF,2019-03-28,07,NA,3,2019,2019_3,94,1,4.567951219512195,1.1485118390000018,fixed,44,31,19,NA,337,depletion
MAYF.20190329.09,MAYF,2019-03-29,09,NA,3,2019,2019_3,84,1,4.567951219512195,1.1485118390000018,fixed,13,6,8,NA,338,depletion
MAYF.20191119.02,MAYF,2019-11-19,02,CYPSPP3,11,2019,2019_11,81,1,4.567951219512195,1.1485118390000018,fixed,34,22,10,NA,339,depletion
MAYF.20191119.02,MAYF,2019-11-19,02,NA,11,2019,2019_11,81,1,4.567951219512195,1.1485118390000018,fixed,78,87,53,NA,340,depletion
MAYF.20191120.07,MAYF,2019-11-20,07,CYPSPP3,11,2019,2019_11,97,1,4.567951219512195,1.1485118390000018,fixed,24,5,7,NA,341,depletion
MAYF.20191120.07,MAYF,2019-11-20,07,NA,11,2019,2019_11,97,1,4.567951219512195,1.1485118390000018,fixed,42,29,27,NA,342,depletion
MAYF.20191121.09,MAYF,2019-11-21,09,NA,11,2019,2019_11,81,1,4.567951219512195,1.1485118390000018,fixed,37,35,18,NA,343,depletion
MAYF.20201203.02,MAYF,2020-12-03,02,NA,12,2020,2020_12,74,1,4.567951219512195,1.1485118390000018,fixed,40,23,21,NA,344,depletion
MAYF.20210420.02,MAYF,2021-04-20,02,NA,4,2021,2021_4,86,1,4.567951219512195,1.1485118390000018,fixed,27,16,16,NA,345,depletion
MAYF.20210421.07,MAYF,2021-04-21,07,NA,4,2021,2021_4,90,1,4.567951219512195,1.1485118390000018,fixed,26,21,6,NA,346,depletion
MAYF.20210423.09,MAYF,2021-04-23,09,NA,4,2021,2021_4,77,1,4.567951219512195,1.1485118390000018,fixed,13,5,7,NA,347,depletion
MAYF.20211025.02,MAYF,2021-10-25,02,NA,10,2021,2021_10,86,1,4.567951219512195,1.1485118390000018,fixed,54,22,24,NA,348,depletion
MAYF.20211026.07,MAYF,2021-10-26,07,NA,10,2021,2021_10,106,1,4.567951219512195,1.1485118390000018,fixed,54,36,10,NA,349,depletion
MAYF.20211027.09,MAYF,2021-10-27,09,NA,10,2021,2021_10,82,1,4.567951219512195,1.1485118390000018,fixed,25,21,15,NA,350,depletion
MAYF.20220412.02,MAYF,2022-04-12,02,NA,4,2022,2022_4,89,1,4.567951219512195,1.1485118390000018,fixed,25,14,17,NA,351,depletion
MAYF.20221114.02,MAYF,2022-11-14,02,NA,11,2022,2022_11,82,1,4.567951219512195,1.1485118390000018,fixed,76,60,31,NA,352,depletion
MAYF.20221117.07,MAYF,2022-11-17,07,NA,11,2022,2022_11,95,1,4.567951219512195,1.1485118390000018,fixed,108,64,48,NA,353,depletion
